time,I,II,III,AVR,AVL,AVF,V1,V2,V3,V4,V5,V6
4.72,0.221,1.056,0.835,-0.639,-0.307,0.945,-0.387,0.0,0.213,0.289,0.137,0.058
4.73,0.162,0.993,0.832,-0.578,-0.335,0.912,-0.35,-0.082,0.041,0.112,0.002,-0.054
4.74,0.081,0.899,0.818,-0.49,-0.369,0.858,-0.311,-0.146,-0.093,-0.037,-0.102,-0.133
4.75,0.04,0.825,0.785,-0.433,-0.373,0.805,-0.283,-0.205,-0.211,-0.156,-0.207,-0.215
4.76,0.011,0.728,0.717,-0.37,-0.353,0.722,-0.251,-0.228,-0.272,-0.234,-0.261,-0.247
4.77,-0.008,0.651,0.659,-0.321,-0.334,0.655,-0.212,-0.231,-0.307,-0.271,-0.287,-0.254
4.78,-0.005,0.597,0.602,-0.296,-0.304,0.6,-0.197,-0.241,-0.332,-0.291,-0.3,-0.261
4.79,-0.018,0.548,0.566,-0.265,-0.292,0.557,-0.183,-0.239,-0.337,-0.291,-0.3,-0.259
4.8,-0.026,0.549,0.575,-0.262,-0.3,0.562,-0.174,-0.24,-0.342,-0.287,-0.299,-0.259
4.81,-0.022,0.553,0.575,-0.266,-0.299,0.564,-0.176,-0.24,-0.343,-0.302,-0.307,-0.267
4.82,-0.034,0.553,0.587,-0.259,-0.311,0.569,-0.173,-0.24,-0.347,-0.32,-0.321,-0.281
4.83,-0.038,0.561,0.599,-0.262,-0.319,0.58,-0.17,-0.24,-0.349,-0.326,-0.329,-0.289
4.84,-0.017,0.569,0.586,-0.276,-0.302,0.578,-0.169,-0.24,-0.352,-0.323,-0.33,-0.298
4.85,-0.001,0.566,0.567,-0.282,-0.284,0.566,-0.177,-0.24,-0.355,-0.331,-0.33,-0.301
4.86,-0.037,0.559,0.596,-0.261,-0.316,0.577,-0.186,-0.24,-0.355,-0.35,-0.346,-0.299
4.87,-0.05,0.557,0.607,-0.254,-0.329,0.582,-0.184,-0.241,-0.355,-0.355,-0.357,-0.301
4.88,-0.019,0.549,0.569,-0.265,-0.294,0.559,-0.185,-0.24,-0.355,-0.358,-0.354,-0.299
4.89,-0.019,0.548,0.567,-0.265,-0.293,0.557,-0.184,-0.239,-0.365,-0.363,-0.355,-0.301
4.9,-0.01,0.543,0.553,-0.266,-0.283,0.548,-0.185,-0.233,-0.381,-0.366,-0.356,-0.305
4.91,-0.011,0.546,0.557,-0.268,-0.284,0.551,-0.187,-0.245,-0.381,-0.374,-0.353,-0.304
4.92,-0.023,0.57,0.593,-0.274,-0.308,0.581,-0.193,-0.273,-0.399,-0.394,-0.366,-0.313
4.93,-0.04,0.569,0.609,-0.265,-0.325,0.589,-0.204,-0.274,-0.419,-0.41,-0.382,-0.322
4.94,-0.047,0.557,0.605,-0.255,-0.326,0.581,-0.205,-0.283,-0.411,-0.411,-0.38,-0.319
4.95,-0.036,0.55,0.586,-0.257,-0.311,0.568,-0.204,-0.292,-0.434,-0.411,-0.376,-0.32
4.96,-0.035,0.541,0.575,-0.253,-0.305,0.558,-0.205,-0.283,-0.446,-0.405,-0.375,-0.32
4.97,-0.02,0.528,0.548,-0.254,-0.285,0.538,-0.204,-0.278,-0.435,-0.4,-0.372,-0.32
4.98,-0.048,0.513,0.56,-0.233,-0.304,0.536,-0.204,-0.27,-0.433,-0.394,-0.37,-0.315
4.99,-0.021,0.49,0.511,-0.234,-0.267,0.5,-0.19,-0.264,-0.418,-0.388,-0.369,-0.304
5.0,-0.003,0.446,0.449,-0.222,-0.226,0.448,-0.176,-0.259,-0.397,-0.384,-0.361,-0.296
5.01,-0.056,0.421,0.477,-0.183,-0.267,0.449,-0.173,-0.253,-0.389,-0.378,-0.354,-0.288
5.02,-0.04,0.426,0.466,-0.193,-0.254,0.446,-0.176,-0.247,-0.388,-0.373,-0.348,-0.28
5.03,-0.045,0.416,0.461,-0.185,-0.253,0.438,-0.182,-0.242,-0.384,-0.367,-0.34,-0.272
5.04,-0.031,0.428,0.459,-0.199,-0.245,0.444,-0.18,-0.235,-0.381,-0.36,-0.332,-0.265
5.05,-0.006,0.466,0.472,-0.23,-0.24,0.469,-0.194,-0.232,-0.379,-0.349,-0.326,-0.257
5.06,-0.021,0.458,0.479,-0.219,-0.25,0.468,-0.171,-0.224,-0.372,-0.34,-0.318,-0.251
5.07,0.027,0.497,0.47,-0.262,-0.222,0.483,-0.148,-0.217,-0.354,-0.329,-0.297,-0.244
5.08,0.048,0.542,0.494,-0.295,-0.223,0.518,-0.161,-0.209,-0.331,-0.303,-0.281,-0.235
5.09,0.055,0.524,0.469,-0.289,-0.207,0.496,-0.159,-0.173,-0.324,-0.286,-0.279,-0.227
5.1,0.078,0.48,0.401,-0.279,-0.162,0.44,-0.193,-0.194,-0.326,-0.293,-0.28,-0.218
5.11,0.055,0.388,0.333,-0.222,-0.139,0.36,-0.213,-0.242,-0.345,-0.288,-0.279,-0.218
5.12,0.054,0.336,0.283,-0.195,-0.115,0.309,-0.164,-0.219,-0.344,-0.301,-0.28,-0.223
5.13,0.026,0.34,0.313,-0.183,-0.144,0.326,-0.133,-0.231,-0.356,-0.315,-0.283,-0.228
5.14,-0.024,0.323,0.348,-0.15,-0.186,0.335,-0.138,-0.249,-0.385,-0.355,-0.328,-0.26
5.15,-0.045,0.331,0.376,-0.144,-0.211,0.353,-0.156,-0.268,-0.401,-0.381,-0.338,-0.275
5.16,-0.039,0.311,0.349,-0.136,-0.194,0.33,-0.157,-0.273,-0.39,-0.353,-0.33,-0.277
5.17,-0.031,0.321,0.352,-0.145,-0.192,0.336,-0.149,-0.239,-0.386,-0.392,-0.351,-0.274
5.18,-0.034,0.312,0.345,-0.139,-0.19,0.328,-0.165,-0.276,-0.398,-0.343,-0.324,-0.271
5.19,-0.003,0.303,0.306,-0.15,-0.155,0.305,-0.009,0.063,-0.144,-0.386,-0.404,-0.365
5.2,0.095,0.443,0.348,-0.269,-0.127,0.396,0.148,0.59,0.483,-0.077,-0.263,-0.3
5.21,0.35,0.895,0.544,-0.623,-0.097,0.72,-0.034,0.65,0.951,0.708,0.441,0.274
5.22,0.376,1.685,1.309,-1.031,-0.467,1.497,-0.409,-0.266,0.697,2.1,1.557,1.084
5.23,-0.056,1.446,1.502,-0.695,-0.779,1.474,-0.545,-1.536,-0.663,2.219,1.347,0.878
5.24,-0.47,0.419,0.889,0.025,-0.68,0.654,-0.485,-1.699,-2.325,-0.752,-0.566,-0.307
5.25,-0.46,0.015,0.475,0.222,-0.467,0.245,-0.599,-1.296,-2.339,-2.027,-1.269,-0.796
5.26,-0.198,0.01,0.208,0.093,-0.203,0.109,-0.473,-0.737,-1.267,-1.061,-0.811,-0.59
5.27,-0.058,0.169,0.227,-0.056,-0.142,0.197,-0.185,-0.23,-0.549,-0.619,-0.498,-0.375
5.28,-0.031,0.249,0.279,-0.109,-0.155,0.263,-0.119,-0.182,-0.269,-0.339,-0.326,-0.279
5.29,-0.035,0.288,0.324,-0.127,-0.18,0.306,-0.102,-0.163,-0.263,-0.36,-0.348,-0.288
5.3,-0.023,0.321,0.344,-0.15,-0.184,0.332,-0.106,-0.154,-0.215,-0.304,-0.308,-0.262
5.31,-0.024,0.295,0.319,-0.136,-0.171,0.307,-0.105,-0.142,-0.19,-0.283,-0.309,-0.256
5.32,-0.021,0.347,0.368,-0.163,-0.195,0.357,-0.104,-0.123,-0.155,-0.272,-0.288,-0.242
5.33,0.006,0.348,0.343,-0.177,-0.169,0.345,-0.106,-0.122,-0.118,-0.229,-0.255,-0.233
5.34,0.015,0.356,0.341,-0.186,-0.163,0.348,-0.105,-0.103,-0.098,-0.227,-0.245,-0.232
5.35,0.025,0.414,0.389,-0.22,-0.182,0.401,-0.116,-0.094,-0.055,-0.191,-0.227,-0.225
5.36,0.026,0.475,0.449,-0.251,-0.212,0.462,-0.124,-0.076,-0.025,-0.187,-0.234,-0.222
5.37,0.046,0.511,0.465,-0.279,-0.21,0.488,-0.13,-0.053,0.051,-0.128,-0.202,-0.203
5.38,0.065,0.556,0.491,-0.311,-0.213,0.523,-0.143,-0.004,0.132,-0.084,-0.159,-0.183
5.39,0.099,0.645,0.545,-0.372,-0.223,0.594,-0.162,0.051,0.242,-0.008,-0.119,-0.157
5.4,0.148,0.676,0.529,-0.412,-0.191,0.602,-0.158,0.142,0.397,0.111,-0.048,-0.092
5.41,0.175,0.725,0.55,-0.45,-0.188,0.637,-0.167,0.244,0.548,0.243,0.051,-0.024
5.42,0.228,0.815,0.587,-0.522,-0.18,0.701,-0.2,0.319,0.69,0.391,0.167,0.062
5.43,0.284,0.899,0.615,-0.592,-0.166,0.757,-0.247,0.354,0.754,0.529,0.279,0.154
5.44,0.314,1.0,0.686,-0.657,-0.186,0.843,-0.31,0.34,0.738,0.608,0.347,0.201
5.45,0.319,1.055,0.736,-0.687,-0.208,0.895,-0.361,0.296,0.686,0.614,0.371,0.241
5.46,0.304,1.055,0.75,-0.68,-0.223,0.902,-0.388,0.218,0.573,0.587,0.36,0.235
5.47,0.265,0.985,0.72,-0.625,-0.228,0.852,-0.374,0.139,0.428,0.503,0.309,0.188
5.48,0.205,0.901,0.696,-0.553,-0.246,0.798,-0.335,0.057,0.247,0.333,0.183,0.096
5.49,0.145,0.805,0.66,-0.475,-0.258,0.732,-0.296,-0.025,0.079,0.157,0.044,-0.01
5.5,0.1,0.724,0.624,-0.412,-0.262,0.673,-0.269,-0.096,-0.061,0.006,-0.071,-0.101
5.51,0.053,0.676,0.623,-0.365,-0.285,0.65,-0.235,-0.165,-0.182,-0.123,-0.164,-0.177
5.52,-0.001,0.581,0.581,-0.29,-0.291,0.581,-0.203,-0.196,-0.248,-0.2,-0.219,-0.208
5.53,-0.016,0.526,0.542,-0.256,-0.279,0.534,-0.196,-0.212,-0.293,-0.253,-0.258,-0.237
5.54,-0.025,0.516,0.541,-0.245,-0.283,0.528,-0.189,-0.233,-0.327,-0.287,-0.281,-0.255
5.55,-0.039,0.494,0.533,-0.227,-0.286,0.513,-0.183,-0.234,-0.334,-0.3,-0.293,-0.258
5.56,-0.04,0.482,0.522,-0.221,-0.281,0.502,-0.175,-0.225,-0.325,-0.298,-0.286,-0.251
5.57,-0.019,0.488,0.507,-0.235,-0.263,0.497,-0.17,-0.217,-0.319,-0.288,-0.281,-0.243
5.58,-0.017,0.455,0.471,-0.22,-0.244,0.463,-0.152,-0.209,-0.313,-0.281,-0.276,-0.238
5.59,-0.035,0.391,0.425,-0.178,-0.23,0.408,-0.128,-0.202,-0.305,-0.273,-0.269,-0.231
5.6,-0.022,0.363,0.385,-0.17,-0.204,0.374,-0.123,-0.188,-0.294,-0.266,-0.265,-0.226
5.61,-0.023,0.328,0.351,-0.153,-0.187,0.339,-0.12,-0.178,-0.288,-0.265,-0.26,-0.221
5.62,-0.026,0.304,0.33,-0.139,-0.179,0.317,-0.116,-0.171,-0.29,-0.265,-0.257,-0.216
5.63,-0.024,0.3,0.324,-0.138,-0.174,0.311,-0.112,-0.164,-0.293,-0.265,-0.253,-0.212
5.64,-0.025,0.293,0.318,-0.134,-0.172,0.305,-0.109,-0.162,-0.296,-0.265,-0.25,-0.208
5.65,-0.027,0.288,0.315,-0.131,-0.171,0.301,-0.105,-0.165,-0.298,-0.265,-0.244,-0.202
5.66,-0.032,0.282,0.314,-0.125,-0.174,0.298,-0.105,-0.168,-0.302,-0.265,-0.253,-0.215
5.67,-0.042,0.277,0.319,-0.117,-0.181,0.297,-0.103,-0.17,-0.298,-0.265,-0.262,-0.228
5.68,-0.048,0.271,0.319,-0.112,-0.184,0.295,-0.1,-0.177,-0.306,-0.277,-0.258,-0.222
5.69,-0.056,0.265,0.32,-0.105,-0.188,0.292,-0.098,-0.184,-0.317,-0.287,-0.253,-0.219
5.7,-0.053,0.271,0.324,-0.11,-0.188,0.297,-0.107,-0.196,-0.331,-0.301,-0.266,-0.231
5.71,-0.025,0.301,0.325,-0.138,-0.175,0.313,-0.121,-0.207,-0.354,-0.315,-0.282,-0.242
5.72,-0.011,0.312,0.323,-0.151,-0.167,0.317,-0.119,-0.203,-0.355,-0.316,-0.279,-0.244
5.73,-0.008,0.311,0.319,-0.151,-0.164,0.315,-0.12,-0.209,-0.354,-0.32,-0.281,-0.249
5.74,-0.003,0.317,0.321,-0.157,-0.162,0.318,-0.119,-0.221,-0.357,-0.323,-0.279,-0.252
5.75,0.0,0.317,0.318,-0.158,-0.159,0.317,-0.123,-0.227,-0.369,-0.326,-0.286,-0.256
5.76,-0.024,0.322,0.346,-0.15,-0.185,0.334,-0.132,-0.238,-0.376,-0.33,-0.304,-0.263
5.77,-0.046,0.338,0.384,-0.146,-0.215,0.36,-0.131,-0.245,-0.37,-0.338,-0.306,-0.262
5.78,-0.052,0.333,0.386,-0.141,-0.219,0.359,-0.129,-0.245,-0.37,-0.34,-0.31,-0.259
5.79,-0.059,0.324,0.382,-0.133,-0.221,0.353,-0.131,-0.245,-0.37,-0.332,-0.314,-0.26
5.8,-0.049,0.344,0.392,-0.148,-0.221,0.368,-0.13,-0.243,-0.37,-0.331,-0.315,-0.26
5.81,-0.035,0.364,0.399,-0.165,-0.217,0.381,-0.13,-0.235,-0.37,-0.325,-0.308,-0.261
5.82,-0.027,0.366,0.393,-0.17,-0.21,0.379,-0.131,-0.229,-0.368,-0.322,-0.301,-0.259
5.83,-0.03,0.363,0.393,-0.167,-0.212,0.379,-0.127,-0.222,-0.36,-0.315,-0.296,-0.252
5.84,-0.032,0.365,0.397,-0.167,-0.215,0.38,-0.139,-0.215,-0.353,-0.315,-0.292,-0.247
5.85,-0.01,0.381,0.392,-0.186,-0.201,0.386,-0.134,-0.22,-0.349,-0.312,-0.287,-0.241
5.86,0.002,0.428,0.426,-0.215,-0.212,0.427,-0.123,-0.219,-0.336,-0.273,-0.249,-0.243
5.87,0.008,0.473,0.465,-0.24,-0.229,0.468,-0.136,-0.225,-0.32,-0.259,-0.228,-0.246
5.88,0.024,0.464,0.439,-0.244,-0.208,0.451,-0.159,-0.224,-0.3,-0.257,-0.24,-0.244
5.89,0.018,0.452,0.435,-0.235,-0.209,0.444,-0.203,-0.233,-0.328,-0.28,-0.256,-0.247
5.9,0.021,0.446,0.425,-0.234,-0.202,0.435,-0.212,-0.268,-0.373,-0.309,-0.28,-0.242
5.91,0.003,0.426,0.423,-0.215,-0.21,0.424,-0.184,-0.26,-0.375,-0.328,-0.295,-0.251
5.92,-0.061,0.355,0.416,-0.147,-0.239,0.386,-0.164,-0.268,-0.375,-0.322,-0.295,-0.275
5.93,-0.101,0.303,0.405,-0.101,-0.253,0.354,-0.14,-0.251,-0.382,-0.351,-0.318,-0.284
5.94,-0.079,0.315,0.394,-0.118,-0.237,0.355,-0.149,-0.265,-0.396,-0.341,-0.316,-0.276
5.95,-0.053,0.31,0.363,-0.129,-0.208,0.336,-0.143,-0.246,-0.382,-0.342,-0.322,-0.284
5.96,-0.094,0.332,0.426,-0.119,-0.26,0.378,-0.145,-0.259,-0.401,-0.361,-0.321,-0.277
5.97,-0.086,0.272,0.358,-0.093,-0.222,0.315,-0.107,-0.208,-0.347,-0.332,-0.346,-0.307
5.98,-0.045,0.326,0.37,-0.141,-0.208,0.348,0.108,0.309,0.069,-0.342,-0.407,-0.385
5.99,0.131,0.489,0.358,-0.31,-0.114,0.423,0.187,0.814,0.775,0.17,-0.066,-0.146
6.0,0.406,1.083,0.677,-0.745,-0.136,0.88,-0.092,0.553,1.072,1.223,0.916,0.648
6.01,0.271,1.752,1.481,-1.012,-0.605,1.616,-0.508,-0.874,0.404,2.657,1.876,1.312
6.02,-0.233,1.11,1.343,-0.439,-0.789,1.227,-0.666,-1.934,-1.323,1.471,0.863,0.62
6.03,-0.526,0.168,0.694,0.179,-0.61,0.431,-0.674,-1.677,-2.585,-1.625,-0.986,-0.531
6.04,-0.419,-0.08,0.339,0.249,-0.379,0.129,-0.65,-1.126,-1.932,-1.675,-1.097,-0.71
6.05,-0.202,0.046,0.248,0.077,-0.225,0.146,-0.359,-0.466,-0.884,-0.775,-0.634,-0.489
6.06,-0.095,0.242,0.337,-0.074,-0.217,0.29,-0.148,-0.14,-0.395,-0.498,-0.407,-0.332
6.07,-0.095,0.246,0.341,-0.075,-0.218,0.293,-0.12,-0.158,-0.238,-0.308,-0.32,-0.289
6.08,-0.068,0.258,0.326,-0.095,-0.198,0.292,-0.093,-0.115,-0.228,-0.349,-0.328,-0.285
6.09,-0.057,0.255,0.312,-0.1,-0.185,0.284,-0.088,-0.109,-0.157,-0.24,-0.274,-0.252
6.1,-0.088,0.249,0.337,-0.081,-0.212,0.292,-0.075,-0.089,-0.145,-0.264,-0.278,-0.255
6.11,-0.062,0.253,0.315,-0.096,-0.188,0.284,-0.075,-0.078,-0.101,-0.221,-0.242,-0.229
6.12,-0.042,0.245,0.288,-0.102,-0.165,0.266,-0.071,-0.057,-0.064,-0.206,-0.23,-0.208
6.13,-0.046,0.255,0.301,-0.105,-0.174,0.278,-0.068,-0.032,-0.023,-0.17,-0.208,-0.188
6.14,-0.041,0.246,0.287,-0.103,-0.164,0.267,-0.066,-0.009,0.039,-0.126,-0.193,-0.175
6.15,-0.01,0.306,0.316,-0.148,-0.164,0.311,-0.062,0.015,0.084,-0.096,-0.168,-0.159
6.16,0.003,0.36,0.357,-0.182,-0.177,0.359,-0.061,0.062,0.177,-0.033,-0.123,-0.134
6.17,0.007,0.36,0.352,-0.184,-0.173,0.356,-0.059,0.138,0.299,0.019,-0.086,-0.1
6.18,0.05,0.41,0.359,-0.23,-0.155,0.384,-0.062,0.219,0.434,0.12,-0.027,-0.06
6.19,0.088,0.468,0.38,-0.278,-0.146,0.424,-0.058,0.324,0.587,0.228,0.058,-0.002
6.2,0.128,0.535,0.407,-0.332,-0.139,0.47,-0.071,0.423,0.732,0.365,0.165,0.077
6.21,0.188,0.621,0.433,-0.405,-0.123,0.527,-0.117,0.489,0.849,0.502,0.267,0.16
6.22,0.23,0.691,0.461,-0.461,-0.116,0.576,-0.169,0.514,0.899,0.62,0.376,0.253
6.23,0.236,0.727,0.491,-0.482,-0.128,0.609,-0.219,0.484,0.885,0.701,0.462,0.319
6.24,0.255,0.705,0.45,-0.48,-0.098,0.577,-0.248,0.425,0.814,0.706,0.483,0.353
6.25,0.233,0.641,0.408,-0.437,-0.088,0.524,-0.246,0.343,0.694,0.68,0.474,0.354
6.26,0.173,0.551,0.377,-0.362,-0.102,0.464,-0.228,0.238,0.532,0.576,0.406,0.301
6.27,0.12,0.426,0.306,-0.273,-0.093,0.366,-0.191,0.161,0.358,0.408,0.282,0.221
6.28,0.048,0.302,0.254,-0.175,-0.103,0.278,-0.149,0.093,0.205,0.253,0.163,0.13
6.29,0.019,0.236,0.217,-0.127,-0.099,0.226,-0.114,0.023,0.058,0.111,0.041,0.03
6.3,-0.009,0.174,0.183,-0.083,-0.096,0.178,-0.08,-0.02,-0.037,0.014,-0.038,-0.033
6.31,-0.052,0.118,0.17,-0.033,-0.111,0.143,-0.062,-0.054,-0.099,-0.06,-0.087,-0.072
6.32,-0.062,0.096,0.158,-0.017,-0.11,0.127,-0.053,-0.075,-0.148,-0.107,-0.127,-0.102
6.33,-0.041,0.084,0.126,-0.022,-0.084,0.105,-0.043,-0.082,-0.165,-0.125,-0.134,-0.11
6.34,-0.032,0.082,0.115,-0.025,-0.074,0.098,-0.037,-0.09,-0.173,-0.14,-0.14,-0.113
6.35,-0.06,0.075,0.135,-0.008,-0.098,0.105,-0.032,-0.087,-0.169,-0.147,-0.145,-0.118
6.36,-0.056,0.069,0.125,-0.007,-0.09,0.097,-0.029,-0.08,-0.163,-0.154,-0.149,-0.127
6.37,-0.052,0.066,0.118,-0.008,-0.085,0.092,-0.024,-0.077,-0.16,-0.154,-0.148,-0.126
6.38,-0.077,0.031,0.108,0.023,-0.092,0.069,-0.02,-0.069,-0.155,-0.149,-0.144,-0.121
6.39,-0.083,-0.015,0.068,0.048,-0.075,0.027,-0.02,-0.066,-0.151,-0.151,-0.142,-0.119
6.4,-0.082,-0.015,0.067,0.048,-0.074,0.026,-0.02,-0.069,-0.15,-0.147,-0.139,-0.114
6.41,-0.085,-0.015,0.07,0.05,-0.077,0.027,-0.02,-0.072,-0.151,-0.145,-0.136,-0.11
6.42,-0.113,-0.043,0.069,0.078,-0.091,0.013,-0.02,-0.075,-0.15,-0.145,-0.134,-0.11
6.43,-0.103,-0.035,0.068,0.069,-0.085,0.016,-0.02,-0.078,-0.151,-0.151,-0.143,-0.109
6.44,-0.062,0.019,0.081,0.021,-0.072,0.05,-0.022,-0.08,-0.169,-0.173,-0.154,-0.125
6.45,-0.069,0.043,0.112,0.013,-0.091,0.077,-0.027,-0.082,-0.19,-0.185,-0.155,-0.142
6.46,-0.067,0.028,0.095,0.019,-0.081,0.061,-0.03,-0.088,-0.194,-0.185,-0.166,-0.147
6.47,-0.074,0.05,0.123,0.012,-0.099,0.086,-0.038,-0.107,-0.214,-0.208,-0.185,-0.153
6.48,-0.083,0.065,0.149,0.009,-0.116,0.107,-0.043,-0.121,-0.241,-0.223,-0.191,-0.155
6.49,-0.084,0.051,0.135,0.016,-0.11,0.093,-0.037,-0.12,-0.243,-0.215,-0.186,-0.155
6.5,-0.096,0.05,0.145,0.023,-0.121,0.097,-0.032,-0.12,-0.24,-0.212,-0.181,-0.155
6.51,-0.084,0.026,0.11,0.029,-0.097,0.068,-0.029,-0.12,-0.238,-0.208,-0.178,-0.15
6.52,-0.091,-0.02,0.071,0.055,-0.08,0.026,-0.023,-0.12,-0.234,-0.202,-0.172,-0.146
6.53,-0.101,-0.024,0.077,0.062,-0.089,0.026,-0.02,-0.12,-0.232,-0.201,-0.171,-0.143
6.54,-0.102,-0.027,0.076,0.064,-0.088,0.024,-0.025,-0.12,-0.229,-0.205,-0.176,-0.139
6.55,-0.114,-0.033,0.081,0.074,-0.098,0.024,-0.029,-0.125,-0.234,-0.21,-0.179,-0.136
6.56,-0.078,0.001,0.079,0.038,-0.078,0.039,-0.034,-0.133,-0.247,-0.207,-0.177,-0.132
6.57,-0.055,0.018,0.073,0.018,-0.064,0.045,-0.033,-0.133,-0.245,-0.202,-0.174,-0.13
6.58,-0.088,-0.008,0.08,0.047,-0.084,0.036,-0.027,-0.127,-0.235,-0.199,-0.171,-0.13
6.59,-0.095,-0.064,0.031,0.079,-0.063,-0.016,-0.023,-0.124,-0.229,-0.196,-0.168,-0.13
6.6,-0.092,-0.074,0.018,0.083,-0.055,-0.028,-0.018,-0.118,-0.221,-0.193,-0.166,-0.131
6.61,-0.078,-0.05,0.027,0.063,-0.052,-0.011,-0.014,-0.115,-0.214,-0.189,-0.164,-0.13
6.62,-0.07,-0.042,0.028,0.056,-0.048,-0.007,-0.008,-0.102,-0.207,-0.184,-0.159,-0.125
6.63,-0.068,-0.032,0.037,0.05,-0.052,0.002,-0.004,-0.091,-0.202,-0.177,-0.153,-0.12
6.64,-0.027,-0.006,0.021,0.016,-0.024,0.007,0.01,-0.096,-0.2,-0.175,-0.15,-0.115
6.65,-0.007,0.097,0.105,-0.045,-0.056,0.101,0.005,-0.095,-0.196,-0.168,-0.144,-0.111
6.66,0.002,0.206,0.204,-0.104,-0.101,0.205,-0.038,-0.105,-0.193,-0.168,-0.141,-0.106
6.67,0.026,0.232,0.206,-0.13,-0.09,0.219,-0.062,-0.105,-0.187,-0.164,-0.143,-0.107
6.68,0.018,0.23,0.213,-0.124,-0.098,0.221,-0.11,-0.133,-0.214,-0.186,-0.158,-0.126
6.69,0.004,0.22,0.216,-0.112,-0.106,0.218,-0.148,-0.207,-0.275,-0.228,-0.192,-0.149
6.7,-0.026,0.213,0.239,-0.094,-0.133,0.226,-0.115,-0.21,-0.293,-0.257,-0.22,-0.168
6.71,-0.08,0.207,0.286,-0.064,-0.183,0.246,-0.104,-0.221,-0.299,-0.259,-0.229,-0.193
6.72,-0.067,0.198,0.265,-0.066,-0.166,0.231,-0.094,-0.21,-0.312,-0.285,-0.256,-0.215
6.73,-0.061,0.2,0.261,-0.07,-0.161,0.23,-0.093,-0.218,-0.331,-0.294,-0.257,-0.211
6.74,-0.083,0.192,0.275,-0.055,-0.179,0.233,-0.088,-0.217,-0.338,-0.296,-0.262,-0.21
6.75,-0.09,0.207,0.297,-0.059,-0.194,0.252,-0.079,-0.202,-0.331,-0.324,-0.267,-0.202
6.76,-0.077,0.192,0.269,-0.058,-0.173,0.231,-0.083,-0.223,-0.301,-0.283,-0.265,-0.226
6.77,-0.07,0.208,0.278,-0.069,-0.174,0.242,0.104,0.237,0.003,-0.328,-0.342,-0.305
6.78,0.064,0.32,0.255,-0.192,-0.096,0.287,0.244,0.814,0.705,0.068,-0.126,-0.169
6.79,0.39,0.88,0.489,-0.635,-0.05,0.684,0.006,0.742,1.124,0.943,0.679,0.478
6.8,0.336,1.641,1.305,-0.989,-0.485,1.473,-0.417,-0.59,0.658,2.437,1.789,1.295
6.81,-0.133,1.248,1.381,-0.558,-0.758,1.315,-0.639,-1.991,-0.916,2.064,1.314,0.958
6.82,-0.5,0.215,0.716,0.142,-0.608,0.465,-0.667,-1.869,-2.469,-1.085,-0.631,-0.271
6.83,-0.48,-0.182,0.299,0.331,-0.389,0.058,-0.652,-1.247,-2.122,-1.813,-1.129,-0.685
6.84,-0.208,-0.053,0.156,0.13,-0.182,0.051,-0.388,-0.567,-0.972,-0.815,-0.648,-0.48
6.85,-0.088,0.151,0.24,-0.032,-0.164,0.195,-0.12,-0.154,-0.387,-0.499,-0.39,-0.304
6.86,-0.08,0.183,0.263,-0.052,-0.171,0.223,-0.053,-0.162,-0.201,-0.274,-0.252,-0.23
6.87,-0.077,0.137,0.214,-0.03,-0.145,0.175,-0.009,-0.091,-0.165,-0.301,-0.265,-0.225
6.88,-0.08,0.076,0.156,0.002,-0.119,0.116,0.013,-0.059,-0.07,-0.204,-0.206,-0.177
6.89,-0.056,0.06,0.116,-0.002,-0.087,0.088,0.027,-0.016,-0.045,-0.176,-0.192,-0.158
6.9,-0.059,0.024,0.083,0.017,-0.071,0.053,0.052,0.012,0.0,-0.135,-0.164,-0.131
6.91,-0.044,-0.034,0.01,0.039,-0.027,-0.012,0.062,0.044,0.054,-0.097,-0.124,-0.118
6.92,-0.015,0.019,0.034,-0.003,-0.024,0.027,0.059,0.057,0.079,-0.089,-0.106,-0.105
6.93,-0.035,0.063,0.098,-0.015,-0.066,0.08,0.06,0.066,0.122,-0.046,-0.087,-0.088
6.94,-0.031,0.056,0.086,-0.013,-0.059,0.071,0.06,0.122,0.192,-0.015,-0.075,-0.066
6.95,-0.008,0.045,0.053,-0.019,-0.031,0.049,0.061,0.177,0.296,0.06,-0.033,-0.024
6.96,-0.016,0.039,0.055,-0.012,-0.035,0.047,0.081,0.255,0.413,0.13,0.021,0.008
6.97,0.035,0.101,0.066,-0.068,-0.016,0.083,0.084,0.329,0.537,0.214,0.079,0.046
6.98,0.096,0.126,0.03,-0.111,0.033,0.077,0.073,0.453,0.708,0.338,0.168,0.119
6.99,0.126,0.116,-0.011,-0.121,0.068,0.052,0.073,0.585,0.882,0.495,0.292,0.219
7.0,0.192,0.219,0.026,-0.205,0.083,0.122,0.035,0.656,0.991,0.625,0.4,0.304
7.01,0.21,0.282,0.072,-0.246,0.069,0.177,-0.014,0.684,1.061,0.759,0.52,0.402
7.02,0.225,0.288,0.063,-0.257,0.081,0.176,-0.049,0.673,1.067,0.853,0.614,0.492
7.03,0.279,0.336,0.058,-0.308,0.11,0.197,-0.104,0.612,0.991,0.854,0.636,0.516
7.04,0.286,0.337,0.051,-0.312,0.117,0.194,-0.137,0.498,0.849,0.823,0.615,0.495
7.05,0.244,0.288,0.044,-0.266,0.1,0.166,-0.13,0.378,0.674,0.717,0.538,0.439
